comparison,pathway,detection_state,gene,vanilla_delta_score,genept_delta_score,vanilla_supporting_rank,genept_supporting_rank,vanilla_absolute_rank,genept_absolute_rank,vanilla_absolute_percentile,genept_absolute_percentile,absolute_percentile_difference_genept_minus_vanilla
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,ADH5,2.21436886276447,0.886479831299999,1.0,1.5,1.0,1.5,1.0,0.96875,-0.03125
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,CYP1A1,0.544766133105719,-0.606506736058118,8.5,17.0,9.5,4.0,0.46875,0.8125,0.34375
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,CYP3A43,0.0,-0.391828123982087,13.5,15.0,14.5,7.0,0.15625,0.625,0.46875
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,CYP3A5,0.0,0.0,13.5,11.0,14.5,16.0,0.15625,0.0625,-0.09375
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,DGAT1,1.03782119716418,-0.391828123982087,6.0,15.0,6.0,7.0,0.6875,0.625,-0.0625
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,DGAT2,0.544766133105719,0.342699997178508,8.5,5.5,9.5,9.5,0.46875,0.46875,0.0
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,DHRS3,2.04908317395257,0.342699997178508,2.0,5.5,2.0,9.5,0.9375,0.46875,-0.46875
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,DHRS4,0.278883708402879,-0.189700761664114,10.0,13.0,11.0,11.0,0.375,0.375,0.0
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,DHRS4L2,1.47984074160387,0.177414308366614,4.0,8.0,4.0,13.0,0.8125,0.25,-0.5625
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,DHRS9,0.0,0.0,13.5,11.0,14.5,16.0,0.15625,0.0625,-0.09375
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,LRAT,0.0,0.0,13.5,11.0,14.5,16.0,0.15625,0.0625,-0.09375
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,PNPLA4,-0.597022601631597,0.886479831299999,17.0,1.5,8.0,1.5,0.5625,0.96875,0.40625
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,RDH10,0.0,0.496035066722033,13.5,4.0,14.5,5.0,0.15625,0.75,0.59375
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,RDH11,1.26516212952784,0.6376204732992,5.0,3.0,5.0,3.0,0.75,0.875,0.125
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,RDH16,0.0,-0.391828123982087,13.5,15.0,14.5,7.0,0.15625,0.625,0.46875
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,RDH5,1.87166886558596,0.177414308366614,3.0,8.0,3.0,13.0,0.875,0.25,-0.625
cd4_0h_vs_24h,KEGG_RETINOL_METABOLISM,Vanilla-only significant,RETSAT,0.797718775088431,0.177414308366614,7.0,8.0,7.0,13.0,0.625,0.25,-0.375
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,ACOT8,2.51190807459147,0.252952641982712,2.0,4.0,2.0,17.0,0.9545454545454546,0.2727272727272727,-0.6818181818181819
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,AKR1C1,1.79151207816934,-0.26588242470284,4.5,12.5,4.5,13.5,0.8409090909090909,0.4318181818181818,-0.4090909090909091
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,AKR1C3,1.5256296534665,0.252952641982712,7.0,4.0,7.0,17.0,0.7272727272727273,0.2727272727272727,-0.4545454545454546
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,AMACR,0.649723343432027,-1.79151207816934,13.0,23.0,13.0,2.0,0.45454545454545453,0.9545454545454546,0.5
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,CH25H,0.0,0.0,19.5,8.0,20.5,21.0,0.11363636363636363,0.09090909090909091,-0.02272727272727272
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,CYP46A1,0.331473721641845,-1.14178873473732,15.5,18.5,16.5,6.5,0.29545454545454547,0.75,0.45454545454545453
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,HSD17B4,0.649723343432027,-1.4600383565275,13.0,21.0,13.0,4.0,0.45454545454545453,0.8636363636363636,0.4090909090909091
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,HSD3B7,-0.344741153767997,-0.26588242470284,23.0,12.5,15.0,13.5,0.36363636363636365,0.4318181818181818,0.06818181818181818
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,NCOA1,0.954796553051974,0.0,10.5,8.0,10.5,21.0,0.5681818181818182,0.09090909090909091,-0.4772727272727273
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,NCOA2,0.649723343432027,-1.14178873473732,13.0,18.5,13.0,6.5,0.45454545454545453,0.75,0.29545454545454547
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,OSBP,1.5256296534665,0.493055064058463,7.0,2.0,7.0,11.0,0.7272727272727273,0.5454545454545454,-0.18181818181818188
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,OSBPL1A,0.954796553051974,-0.544766133105719,10.5,15.5,10.5,9.5,0.5681818181818182,0.6136363636363636,0.045454545454545414
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,OSBPL2,0.331473721641845,-0.26588242470284,15.5,12.5,16.5,13.5,0.29545454545454547,0.4318181818181818,0.13636363636363635
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,OSBPL3,0.0,-1.4600383565275,19.5,21.0,20.5,4.0,0.11363636363636363,0.8636363636363636,0.75
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,OSBPL6,0.0,0.0,19.5,8.0,20.5,21.0,0.11363636363636363,0.09090909090909091,-0.02272727272727272
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,OSBPL7,0.0,-0.836715525117369,19.5,17.0,20.5,8.0,0.11363636363636363,0.6818181818181818,0.5681818181818181
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,OSBPL9,1.79151207816934,-0.544766133105719,4.5,15.5,4.5,9.5,0.8409090909090909,0.6136363636363636,-0.2272727272727273
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,PTGIS,0.0,0.0,19.5,8.0,20.5,21.0,0.11363636363636363,0.09090909090909091,-0.02272727272727272
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,RXRA,0.0,-1.4600383565275,19.5,21.0,20.5,4.0,0.11363636363636363,0.8636363636363636,0.75
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,SCP2,4.11271469122325,2.41837269710402,1.0,1.0,1.0,1.0,1.0,1.0,0.0
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,SLC27A2,2.28456714222781,0.0,3.0,8.0,3.0,21.0,0.9090909090909091,0.09090909090909091,-0.8181818181818181
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,SLC27A5,1.5256296534665,0.252952641982712,7.0,4.0,7.0,17.0,0.7272727272727273,0.2727272727272727,-0.4545454545454546
cd4_0h_vs_24h,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,Vanilla-only significant,STARD5,1.24674594506362,-0.26588242470284,9.0,12.5,9.0,13.5,0.6363636363636364,0.4318181818181818,-0.20454545454545453
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,ACACA,0.0,-0.467443354439411,18.0,13.5,25.0,20.5,0.2,0.35,0.14999999999999997
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,ACLY,1.29953770681997,-0.467443354439411,2.0,13.5,2.0,20.5,0.9666666666666667,0.35,-0.6166666666666667
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,ACSBG1,0.0,-0.227340932363659,18.0,10.5,25.0,24.5,0.2,0.21666666666666667,0.016666666666666663
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,ACSF3,0.676214875409841,-3.97085497039199,4.0,30.0,8.0,2.0,0.7666666666666667,0.9666666666666667,0.19999999999999996
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,ACSL1,-0.358048044244133,0.416805974394003,26.0,3.0,10.0,22.0,0.7,0.3,-0.39999999999999997
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,ACSL3,0.0,-1.55711152153949,18.0,20.5,25.0,11.5,0.2,0.65,0.45
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,ACSL4,0.344741153767997,-2.18043435294962,8.0,25.0,15.0,7.0,0.5333333333333333,0.8,0.2666666666666667
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,ACSL5,0.0,-1.26516212952784,18.0,18.5,25.0,13.5,0.2,0.5833333333333334,0.38333333333333336
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,ACSL6,0.994464497200023,-2.18043435294962,3.0,25.0,6.0,7.0,0.8333333333333334,0.8,-0.033333333333333326
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,CBR4,-1.11420574203253,-2.18043435294962,30.0,25.0,4.0,7.0,0.9,0.8,-0.09999999999999998
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,ELOVL1,0.0,-0.720395996422123,18.0,16.0,25.0,17.0,0.2,0.4666666666666667,0.26666666666666666
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,ELOVL4,0.344741153767997,0.949206733236626,8.0,1.0,15.0,15.0,0.5333333333333333,0.5333333333333333,0.0
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,ELOVL5,0.344741153767997,-2.51190807459147,8.0,27.5,15.0,4.5,0.5333333333333333,0.8833333333333333,0.35
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,ELOVL6,0.344741153767997,0.214678612076031,8.0,4.0,15.0,27.0,0.5333333333333333,0.13333333333333333,-0.4
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,FASN,1.59148709883162,0.0,1.0,6.5,1.0,29.5,1.0,0.05,-0.95
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,HACD1,0.0,0.0,18.0,6.5,25.0,29.5,0.2,0.05,-0.15000000000000002
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,HACD2,-0.358048044244133,-1.86218473115944,26.0,22.5,10.0,9.5,0.7,0.7166666666666667,0.01666666666666672
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,HACD3,0.344741153767997,-5.20569963055953,8.0,31.0,15.0,1.0,0.5333333333333333,1.0,0.4666666666666667
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,HACD4,-1.11420574203253,-1.55711152153949,30.0,20.5,4.0,11.5,0.9,0.65,-0.25
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,HSD17B12,-1.11420574203253,-2.85664922835946,30.0,29.0,4.0,3.0,0.9,0.9333333333333333,0.033333333333333326
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,HSD17B8,-0.729438984440692,-1.86218473115944,28.0,22.5,7.0,9.5,0.8,0.7166666666666667,-0.08333333333333337
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,HTD2,0.0,0.0,18.0,6.5,25.0,29.5,0.2,0.05,-0.15000000000000002
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,MORC2,-0.358048044244133,0.606506736058118,26.0,2.0,10.0,19.0,0.7,0.4,-0.29999999999999993
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,OLAH,0.344741153767997,-0.720395996422123,8.0,16.0,15.0,17.0,0.5333333333333333,0.4666666666666667,-0.06666666666666665
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,PPT1,0.0,-1.26516212952784,18.0,18.5,25.0,13.5,0.2,0.5833333333333334,0.38333333333333336
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,PPT2,0.0,-0.227340932363659,18.0,10.5,25.0,24.5,0.2,0.21666666666666667,0.016666666666666663
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,SCD,0.0,-0.227340932363659,18.0,10.5,25.0,24.5,0.2,0.21666666666666667,0.016666666666666663
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,SCD5,0.0,0.0,18.0,6.5,25.0,29.5,0.2,0.05,-0.15000000000000002
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,SLC25A1,0.0,-2.51190807459147,18.0,27.5,25.0,4.5,0.2,0.8833333333333333,0.6833333333333333
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,SLC27A3,0.344741153767997,-0.227340932363659,8.0,10.5,15.0,24.5,0.5333333333333333,0.21666666666666667,-0.31666666666666665
cd4_0h_vs_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Vanilla-only significant,TECR,0.0,-0.720395996422123,18.0,16.0,25.0,17.0,0.2,0.4666666666666667,0.26666666666666666
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,ACAN,0.305073209619947,0.252952641982712,16.0,7.0,18.0,20.0,0.2916666666666667,0.20833333333333334,-0.08333333333333334
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,B3GNT2,0.0,0.493055064058463,20.0,4.0,22.0,10.0,0.125,0.625,0.5
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,B3GNT4,0.875906310034476,0.0,9.5,10.5,9.5,23.5,0.6458333333333334,0.0625,-0.5833333333333334
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,B4GALT1,1.39474137672003,-0.544766133105719,5.0,21.5,5.0,6.5,0.8333333333333334,0.7708333333333334,-0.0625
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,B4GALT2,1.14178873473732,-0.26588242470284,7.0,16.0,7.0,15.0,0.75,0.4166666666666667,-0.3333333333333333
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,B4GALT3,0.597022601631597,-0.26588242470284,13.0,16.0,13.0,15.0,0.5,0.4166666666666667,-0.08333333333333331
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,B4GALT4,1.14178873473732,-0.26588242470284,7.0,16.0,7.0,15.0,0.75,0.4166666666666667,-0.3333333333333333
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,B4GALT5,0.875906310034476,0.493055064058463,9.5,4.0,9.5,10.0,0.6458333333333334,0.625,-0.02083333333333337
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,B4GALT6,-0.318249621790182,0.0,24.5,10.5,16.5,23.5,0.3541666666666667,0.0625,-0.2916666666666667
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,B4GAT1,-0.318249621790182,-1.14178873473732,24.5,24.5,16.5,2.5,0.3541666666666667,0.9375,0.5833333333333333
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,CHST2,0.597022601631597,0.493055064058463,13.0,4.0,13.0,10.0,0.5,0.625,0.125
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,CHST6,0.0,-0.544766133105719,20.0,21.5,22.0,6.5,0.125,0.7708333333333334,0.6458333333333334
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,FMOD,0.0,-0.544766133105719,20.0,21.5,22.0,6.5,0.125,0.7708333333333334,0.6458333333333334
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,GALNS,1.86218473115944,-0.26588242470284,3.5,16.0,3.5,15.0,0.8958333333333334,0.4166666666666667,-0.4791666666666667
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,GLB1,1.14178873473732,-0.26588242470284,7.0,16.0,7.0,15.0,0.75,0.4166666666666667,-0.3333333333333333
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,GLB1L,0.0,-1.14178873473732,20.0,24.5,22.0,2.5,0.125,0.9375,0.8125
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,GNS,0.597022601631597,0.0,13.0,10.5,13.0,23.5,0.5,0.0625,-0.4375
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,HEXA,2.46869146721756,0.0,1.0,10.5,1.0,23.5,1.0,0.0625,-0.9375
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,HEXB,2.07686334323547,-0.544766133105719,2.0,21.5,2.0,6.5,0.9583333333333334,0.7708333333333334,-0.1875
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,OGN,0.597022601631597,0.252952641982712,13.0,7.0,13.0,20.0,0.5,0.20833333333333334,-0.29166666666666663
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,SLC35D2,0.0,-0.26588242470284,20.0,16.0,22.0,15.0,0.125,0.4166666666666667,0.2916666666666667
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,ST3GAL1,1.86218473115944,0.935074608498154,3.5,2.0,3.5,4.0,0.8958333333333334,0.875,-0.02083333333333337
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,ST3GAL2,0.597022601631597,1.32690273248024,13.0,1.0,13.0,1.0,0.5,1.0,0.5
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,ST3GAL3,0.0,0.252952641982712,20.0,7.0,22.0,20.0,0.125,0.20833333333333334,0.08333333333333334
cd4_0h_vs_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,Vanilla-only significant,ST3GAL4,0.0,-0.26588242470284,20.0,16.0,22.0,15.0,0.125,0.4166666666666667,0.2916666666666667
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,AGRN,0.0,-0.26588242470284,10.0,18.0,23.0,15.0,0.12,0.44,0.32
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,AKR1C1,-0.915272223421779,0.493055064058463,23.5,5.5,7.5,10.5,0.74,0.62,-0.12
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,AKR1C3,-1.24674594506362,-1.4600383565275,25.5,25.0,4.5,3.0,0.86,0.92,0.06000000000000005
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,APOA1,-0.29194939201165,0.252952641982712,16.5,7.5,15.5,19.5,0.42,0.26,-0.15999999999999998
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,APOE,0.0,0.0,10.0,11.5,23.0,23.5,0.12,0.1,-0.01999999999999999
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,APOM,-0.597022601631597,-0.26588242470284,21.0,18.0,10.0,15.0,0.64,0.44,-0.2
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,BCO2,-0.597022601631597,-0.26588242470284,21.0,18.0,10.0,15.0,0.64,0.44,-0.2
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,GPC1,0.0,-0.544766133105719,10.0,22.5,23.0,8.5,0.12,0.7,0.58
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,GPC2,-1.24674594506362,-1.79151207816934,25.5,26.0,4.5,2.0,0.86,0.96,0.09999999999999998
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,GPC3,-0.915272223421779,-0.26588242470284,23.5,18.0,7.5,15.0,0.74,0.44,-0.3
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,HSPG2,-0.29194939201165,-0.836715525117369,16.5,24.0,15.5,7.0,0.42,0.76,0.34
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,LDLR,-0.29194939201165,0.0,16.5,11.5,15.5,23.5,0.42,0.1,-0.31999999999999995
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,LPL,0.0,0.0,10.0,11.5,23.0,23.5,0.12,0.1,-0.01999999999999999
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,LRAT,0.0,0.0,10.0,11.5,23.0,23.5,0.12,0.1,-0.01999999999999999
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,LRP1,-0.29194939201165,-0.26588242470284,16.5,18.0,15.5,15.0,0.42,0.44,0.020000000000000018
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,LRP10,0.544766133105719,0.935074608498154,5.0,4.0,12.0,6.0,0.56,0.8,0.24
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,LRP12,-0.29194939201165,-0.26588242470284,16.5,18.0,15.5,15.0,0.42,0.44,0.020000000000000018
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,LRP8,-0.29194939201165,0.252952641982712,16.5,7.5,15.5,19.5,0.42,0.26,-0.15999999999999998
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,PLB1,0.0,0.0,10.0,11.5,23.0,23.5,0.12,0.1,-0.01999999999999999
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,RDH11,1.03782119716418,0.493055064058463,4.0,5.5,6.0,10.5,0.8,0.62,-0.18000000000000005
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,RETSAT,-0.597022601631597,-0.26588242470284,21.0,18.0,10.0,15.0,0.64,0.44,-0.2
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,SDC3,0.0,0.0,10.0,11.5,23.0,23.5,0.12,0.1,-0.01999999999999999
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,SDC4,0.278883708402879,-0.544766133105719,6.0,22.5,19.0,8.5,0.28,0.7,0.41999999999999993
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,UBIAD1,2.04908317395257,1.13720197081613,2.0,3.0,2.0,5.0,0.96,0.84,-0.12
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,VKORC1,2.86596874615962,2.3212026130539,1.0,1.0,1.0,1.0,1.0,1.0,0.0
cd4_0h_vs_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Vanilla-only significant,VKORC1L1,1.26516212952784,1.32690273248024,3.0,2.0,3.0,4.0,0.92,0.88,-0.040000000000000036
cd4_0h_vs_24h,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,Vanilla-only significant,ACOT8,1.68196810392185,0.518835066685553,2.5,4.0,2.5,6.0,0.9285714285714286,0.7619047619047619,-0.16666666666666674
cd4_0h_vs_24h,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,Vanilla-only significant,AKR1C1,0.278883708402879,0.0,10.0,15.5,14.0,18.5,0.38095238095238093,0.16666666666666666,-0.21428571428571427
cd4_0h_vs_24h,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,Vanilla-only significant,AKR1C3,0.544766133105719,0.0,5.5,15.5,7.5,18.5,0.6904761904761905,0.16666666666666666,-0.5238095238095238
