comparison,pathway,detection_state,gene,vanilla_delta_score,genept_delta_score,vanilla_supporting_rank,genept_supporting_rank,vanilla_absolute_rank,genept_absolute_rank,vanilla_absolute_percentile,genept_absolute_percentile,absolute_percentile_difference_genept_minus_vanilla
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,CTSA,0.305073209619947,-0.278883708402879,24.0,21.5,25.0,26.5,0.3142857142857143,0.2714285714285714,-0.04285714285714287
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,ESYT1,0.875906310034476,0.26588242470284,16.5,13.0,16.5,31.0,0.5571428571428572,0.14285714285714285,-0.4142857142857143
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,ESYT2,0.597022601631597,0.986278421124963,21.0,4.5,21.0,10.5,0.42857142857142855,0.7285714285714285,0.3
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,ESYT3,0.0,-0.278883708402879,30.5,21.5,31.5,26.5,0.12857142857142856,0.2714285714285714,0.14285714285714285
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,GALC,-0.318249621790182,-1.19415593182466,36.0,32.5,23.0,7.5,0.37142857142857144,0.8142857142857143,0.44285714285714284
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,GBA2,0.875906310034476,-0.570833100414529,16.5,26.0,16.5,19.0,0.5571428571428572,0.4857142857142857,-0.07142857142857145
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,GLA,0.0,0.518835066685553,30.5,10.0,31.5,22.0,0.12857142857142856,0.4,0.27142857142857146
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,GLB1,0.875906310034476,0.758937488761304,16.5,7.0,16.5,16.0,0.5571428571428572,0.5714285714285714,0.014285714285714235
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,GLB1L,1.39474137672003,-0.570833100414529,9.0,26.0,9.0,19.0,0.7714285714285715,0.4857142857142857,-0.28571428571428575
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,GLTP,1.14178873473732,-1.5256296534665,12.0,35.5,12.0,1.5,0.6857142857142857,0.9857142857142858,0.30000000000000004
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,GM2A,0.305073209619947,-0.875906310034476,24.0,29.0,25.0,13.0,0.3142857142857143,0.6571428571428571,0.34285714285714286
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,HEXA,1.39474137672003,0.26588242470284,9.0,13.0,9.0,31.0,0.7714285714285715,0.14285714285714285,-0.6285714285714286
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,HEXB,1.63484379879578,0.986278421124963,6.5,4.5,6.5,10.5,0.8428571428571429,0.7285714285714285,-0.11428571428571432
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,NEU1,0.875906310034476,-0.875906310034476,16.5,29.0,16.5,13.0,0.5571428571428572,0.6571428571428571,0.09999999999999998
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,NEU3,0.597022601631597,0.758937488761304,21.0,7.0,21.0,16.0,0.42857142857142855,0.5714285714285714,0.14285714285714285
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,PSAP,2.07686334323547,-0.875906310034476,4.0,29.0,4.0,13.0,0.9142857142857143,0.6571428571428571,-0.2571428571428571
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,SMPD1,1.86218473115944,-1.19415593182466,5.0,32.5,5.0,7.5,0.8857142857142857,0.8142857142857143,-0.0714285714285714
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,SMPD2,0.875906310034476,1.20095703320099,16.5,2.5,16.5,4.5,0.5571428571428572,0.9,0.34285714285714286
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,SMPD3,0.0,0.0,30.5,16.5,31.5,34.5,0.12857142857142856,0.04285714285714286,-0.0857142857142857
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,SMPD4,0.0,0.0,30.5,16.5,31.5,34.5,0.12857142857142856,0.04285714285714286,-0.0857142857142857
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,STS,0.0,-0.278883708402879,30.5,21.5,31.5,26.5,0.12857142857142856,0.2714285714285714,0.14285714285714285
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,SUMF1,1.14178873473732,-1.19415593182466,12.0,32.5,12.0,7.5,0.6857142857142857,0.8142857142857143,0.12857142857142856
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,SUMF2,3.23637470093017,1.40308439551897,1.0,1.0,1.0,3.0,1.0,0.9428571428571428,-0.05714285714285716
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,UGCG,1.39474137672003,-0.570833100414529,9.0,26.0,9.0,19.0,0.7714285714285715,0.4857142857142857,-0.28571428571428575
cd4_0h_vs_12h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,Vanilla-only significant,UGT8,0.0,0.0,30.5,16.5,31.5,34.5,0.12857142857142856,0.04285714285714286,-0.0857142857142857
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,ALDH4A1,0.0,-0.986278421124963,14.0,18.5,19.0,8.5,0.18181818181818182,0.6590909090909091,0.47727272727272724
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,AMT,0.836715525117369,0.214678612076031,3.5,6.5,4.5,18.5,0.8409090909090909,0.20454545454545456,-0.6363636363636364
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,BCKDHA,0.0,0.0,14.0,10.0,19.0,22.0,0.18181818181818182,0.045454545454545456,-0.13636363636363635
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,BCKDHB,0.570833100414529,-0.467443354439411,5.5,14.5,8.5,13.5,0.6590909090909091,0.4318181818181818,-0.22727272727272724
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,DBT,-0.623322831410129,-1.86218473115944,21.5,23.0,6.5,2.0,0.75,0.9545454545454546,0.20454545454545459
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,DHTKD1,0.29194939201165,-0.467443354439411,8.0,14.5,13.0,13.5,0.45454545454545453,0.4318181818181818,-0.022727272727272707
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,DLAT,0.0,1.24412720935732,14.0,3.0,19.0,7.0,0.18181818181818182,0.7272727272727273,0.5454545454545454
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,DLD,0.570833100414529,-0.467443354439411,5.5,14.5,8.5,13.5,0.6590909090909091,0.4318181818181818,-0.22727272727272724
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,DLST,-0.305073209619947,-0.467443354439411,19.5,14.5,10.5,13.5,0.5681818181818182,0.4318181818181818,-0.1363636363636364
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,GCSH,1.08966816710008,1.60080661663178,2.0,2.0,2.0,3.0,0.9545454545454546,0.9090909090909091,-0.045454545454545525
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,GLDC,0.0,0.0,14.0,10.0,19.0,22.0,0.18181818181818182,0.045454545454545456,-0.13636363636363635
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,GNMT,0.0,0.0,14.0,10.0,19.0,22.0,0.18181818181818182,0.045454545454545456,-0.13636363636363635
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,GOT2,-0.954796553051974,-0.986278421124963,23.0,18.5,3.0,8.5,0.9090909090909091,0.6590909090909091,-0.25
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,GRHPR,-0.623322831410129,0.783921044424732,21.5,4.0,6.5,10.0,0.75,0.5909090909090909,-0.15909090909090906
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,LIAS,0.836715525117369,-1.55711152153949,3.5,22.0,4.5,4.0,0.8409090909090909,0.8636363636363636,0.022727272727272707
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,LIPT1,0.29194939201165,-0.227340932363659,8.0,12.0,13.0,16.0,0.45454545454545453,0.3181818181818182,-0.13636363636363635
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,LIPT2,0.0,-1.26516212952784,14.0,20.5,19.0,5.5,0.18181818181818182,0.7954545454545454,0.6136363636363635
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,NDUFAB1,2.50631825477612,2.1694065727686,1.0,1.0,1.0,1.0,1.0,1.0,0.0
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,OGDH,0.29194939201165,0.214678612076031,8.0,6.5,13.0,18.5,0.45454545454545453,0.20454545454545456,-0.24999999999999997
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,PDHA1,0.0,-0.720395996422123,14.0,17.0,19.0,11.0,0.18181818181818182,0.5454545454545454,0.3636363636363636
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,PDHB,0.0,0.214678612076031,14.0,6.5,19.0,18.5,0.18181818181818182,0.20454545454545456,0.022727272727272735
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,PDHX,0.0,0.214678612076031,14.0,6.5,19.0,18.5,0.18181818181818182,0.20454545454545456,0.022727272727272735
cd4_0h_vs_12h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,Vanilla-only significant,PXMP2,-0.305073209619947,-1.26516212952784,19.5,20.5,10.5,5.5,0.5681818181818182,0.7954545454545454,0.22727272727272718
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,CALM1,3.34351489940009,-0.278883708402879,3.0,29.0,3.0,24.0,0.9512195121951219,0.43902439024390244,-0.5121951219512195
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,IMPA1,1.61961141775938,-1.19415593182466,9.0,37.0,10.0,8.0,0.7804878048780488,0.8292682926829268,0.04878048780487798
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,IMPA2,1.61961141775938,0.26588242470284,9.0,14.0,10.0,31.0,0.7804878048780488,0.2682926829268293,-0.5121951219512195
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,INPP1,1.23484466016754,0.0,14.0,21.5,16.0,38.5,0.6341463414634146,0.08536585365853659,-0.5487804878048781
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,INPP4A,5.62250560495353,0.986278421124963,1.0,4.5,1.0,11.5,1.0,0.7439024390243902,-0.25609756097560976
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,INPP4B,-1.83529637153435,-5.11002164870719,42.0,42.0,8.0,1.0,0.8292682926829268,1.0,0.1707317073170732
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,INPP5A,1.23484466016754,0.986278421124963,14.0,4.5,16.0,11.5,0.6341463414634146,0.7439024390243902,0.1097560975609756
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,INPP5B,-0.438548104938605,0.758937488761304,38.0,7.0,27.0,17.0,0.36585365853658536,0.6097560975609756,0.24390243902439024
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,INPP5D,3.64858810902004,-1.5256296534665,2.0,39.0,2.0,4.0,0.975609756097561,0.926829268292683,-0.04878048780487798
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,INPPL1,1.23484466016754,0.518835066685553,14.0,9.0,16.0,19.0,0.6341463414634146,0.5609756097560976,-0.07317073170731703
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,IP6K1,-1.35617701700613,0.0,41.0,21.5,12.0,38.5,0.7317073170731707,0.08536585365853659,-0.6463414634146342
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,IP6K2,0.836671924080072,-1.8703708072345,20.0,40.0,23.0,3.0,0.4634146341463415,0.9512195121951219,0.4878048780487804
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,IPMK,0.836671924080072,0.0,20.0,21.5,23.0,38.5,0.4634146341463415,0.08536585365853659,-0.3780487804878049
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,IPPK,2.69379155596806,-0.278883708402879,4.5,29.0,4.5,24.0,0.9146341463414634,0.43902439024390244,-0.475609756097561
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,ISYNA1,1.61961141775938,0.518835066685553,9.0,9.0,10.0,19.0,0.7804878048780488,0.5609756097560976,-0.2195121951219512
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,ITPK1,0.836671924080072,1.20095703320099,20.0,1.5,23.0,5.5,0.4634146341463415,0.8902439024390244,0.4268292682926829
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,ITPKA,0.0,0.0,31.5,21.5,37.5,38.5,0.10975609756097561,0.08536585365853659,-0.02439024390243902
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,ITPKB,-0.890600439272627,-0.278883708402879,40.0,29.0,20.0,24.0,0.5365853658536586,0.43902439024390244,-0.09756097560975613
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,ITPKC,1.23484466016754,-0.278883708402879,14.0,29.0,16.0,24.0,0.6341463414634146,0.43902439024390244,-0.1951219512195122
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,MINPP1,1.23484466016754,-0.875906310034476,14.0,34.0,16.0,15.0,0.6341463414634146,0.6585365853658537,0.024390243902439046
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,MIOX,0.0,0.0,31.5,21.5,37.5,38.5,0.10975609756097561,0.08536585365853659,-0.02439024390243902
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,MTMR7,0.0,-0.278883708402879,31.5,29.0,37.5,24.0,0.10975609756097561,0.43902439024390244,0.32926829268292684
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,MTMR9,0.425065524136514,0.26588242470284,24.5,14.0,30.5,31.0,0.2804878048780488,0.2682926829268293,-0.012195121951219523
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,NUDT10,0.0,0.0,31.5,21.5,37.5,38.5,0.10975609756097561,0.08536585365853659,-0.02439024390243902
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,NUDT11,0.0,0.26588242470284,31.5,14.0,37.5,31.0,0.10975609756097561,0.2682926829268293,0.1585365853658537
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,NUDT3,0.425065524136514,-2.22841885147863,24.5,41.0,30.5,2.0,0.2804878048780488,0.975609756097561,0.6951219512195121
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,NUDT4,1.23484466016754,-0.875906310034476,14.0,34.0,16.0,15.0,0.6341463414634146,0.6585365853658537,0.024390243902439046
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,OCRL,0.0,-1.19415593182466,31.5,37.0,37.5,8.0,0.10975609756097561,0.8292682926829268,0.7195121951219512
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,PLCB1,0.0,0.518835066685553,31.5,9.0,37.5,19.0,0.10975609756097561,0.5609756097560976,0.451219512195122
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,PLCB2,1.23484466016754,-0.278883708402879,14.0,29.0,16.0,24.0,0.6341463414634146,0.43902439024390244,-0.1951219512195122
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,PLCB3,0.836671924080072,-0.875906310034476,20.0,34.0,23.0,15.0,0.4634146341463415,0.6585365853658537,0.1951219512195122
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,PLCD1,0.425065524136514,0.26588242470284,24.5,14.0,30.5,31.0,0.2804878048780488,0.2682926829268293,-0.012195121951219523
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,PLCD3,-0.438548104938605,0.26588242470284,38.0,14.0,27.0,31.0,0.36585365853658536,0.2682926829268293,-0.09756097560975607
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,PLCD4,0.0,0.0,31.5,21.5,37.5,38.5,0.10975609756097561,0.08536585365853659,-0.02439024390243902
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,PLCE1,2.34905040220007,-1.19415593182466,6.0,37.0,6.0,8.0,0.8780487804878049,0.8292682926829268,-0.04878048780487809
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,PLCG1,0.836671924080072,0.26588242470284,20.0,14.0,23.0,31.0,0.4634146341463415,0.2682926829268293,-0.1951219512195122
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,PLCG2,0.425065524136514,0.986278421124963,24.5,4.5,30.5,11.5,0.2804878048780488,0.7439024390243902,0.46341463414634143
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,PLCH2,0.0,-0.278883708402879,31.5,29.0,37.5,24.0,0.10975609756097561,0.43902439024390244,0.32926829268292684
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,PPIP5K1,-0.438548104938605,0.986278421124963,38.0,4.5,27.0,11.5,0.36585365853658536,0.7439024390243902,0.3780487804878049
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,PPIP5K2,0.0,0.26588242470284,31.5,14.0,37.5,31.0,0.10975609756097561,0.2682926829268293,0.1585365853658537
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,PTEN,2.69379155596806,0.0,4.5,21.5,4.5,38.5,0.9146341463414634,0.08536585365853659,-0.8292682926829269
cd4_0h_vs_12h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,Vanilla-only significant,SYNJ1,1.99100235795593,1.20095703320099,7.0,1.5,7.0,5.5,0.8536585365853658,0.8902439024390244,0.03658536585365857
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,AKR1B1,1.40565385985053,-0.544766133105719,6.5,17.5,6.5,9.5,0.725,0.575,-0.15000000000000002
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,FDX1,3.35874728043649,-0.26588242470284,1.0,15.0,1.0,13.0,1.0,0.4,-0.6
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,FDX2,1.72390348164071,0.493055064058463,5.0,6.0,5.0,11.0,0.8,0.5,-0.30000000000000004
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,FDXR,1.07418013820869,-0.26588242470284,8.5,15.0,9.5,13.0,0.575,0.4,-0.17499999999999993
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,HSD11B1,0.0,0.0,15.5,11.0,18.5,19.0,0.125,0.1,-0.024999999999999994
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,HSD11B2,0.371390940196559,1.13720197081613,12.0,1.0,15.0,2.0,0.3,0.95,0.6499999999999999
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,HSD17B1,0.729438984440692,0.720395996422123,10.5,3.5,12.5,6.5,0.425,0.725,0.3
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,HSD17B11,0.729438984440692,-1.14178873473732,10.5,21.0,12.5,1.0,0.425,1.0,0.575
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,HSD17B12,1.07418013820869,0.720395996422123,8.5,3.5,9.5,6.5,0.575,0.725,0.15000000000000002
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,HSD17B14,0.0,0.720395996422123,15.5,3.5,18.5,6.5,0.125,0.725,0.6
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,HSD17B2,0.0,0.0,15.5,11.0,18.5,19.0,0.125,0.1,-0.024999999999999994
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,POMC,2.32092608327231,0.0,3.5,11.0,3.5,19.0,0.875,0.1,-0.775
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,SRD5A1,-0.782939493679303,0.252952641982712,20.0,7.5,11.0,15.5,0.5,0.275,-0.22499999999999998
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,SRD5A3,1.40565385985053,0.252952641982712,6.5,7.5,6.5,15.5,0.725,0.275,-0.44999999999999996
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,STAR,0.0,0.720395996422123,15.5,3.5,18.5,6.5,0.125,0.725,0.6
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,STARD3,-0.384766757591837,-0.544766133105719,19.0,17.5,14.0,9.5,0.35,0.575,0.22499999999999998
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,STARD3NL,2.32092608327231,-0.836715525117369,3.5,19.5,3.5,3.5,0.875,0.875,0.0
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,STARD4,-1.19454589362286,-0.836715525117369,21.0,19.5,8.0,3.5,0.65,0.875,0.22499999999999998
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,STARD6,0.0,0.0,15.5,11.0,18.5,19.0,0.125,0.1,-0.024999999999999994
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,TSPO,2.86569221637803,0.0,2.0,11.0,2.0,19.0,0.95,0.1,-0.85
cd4_0h_vs_12h,REACTOME_METABOLISM_OF_STEROID_HORMONES,Vanilla-only significant,TSPOAP1,0.0,-0.26588242470284,15.5,15.0,18.5,13.0,0.125,0.4,0.275
cd4_0h_vs_12h,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,Vanilla-only significant,ACADM,0.0,-5.11002164870719,70.5,99.0,88.5,1.0,0.10714285714285714,1.0,0.8928571428571429
cd4_0h_vs_12h,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,Vanilla-only significant,ACOX1,1.15433043387586,1.40308439551897,19.5,4.0,26.5,17.0,0.7397959183673469,0.8367346938775511,0.09693877551020413
cd4_0h_vs_12h,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,Vanilla-only significant,ACSL1,0.0,0.26588242470284,70.5,34.5,88.5,84.5,0.10714285714285714,0.14795918367346939,0.04081632653061225
cd4_0h_vs_12h,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,Vanilla-only significant,AHR,0.782939493679303,-1.19415593182466,33.5,79.5,45.5,27.5,0.5459183673469388,0.7295918367346939,0.18367346938775508
cd4_0h_vs_12h,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,Vanilla-only significant,AHRR,0.0,0.0,70.5,45.5,88.5,95.5,0.10714285714285714,0.03571428571428571,-0.07142857142857142
cd4_0h_vs_12h,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,Vanilla-only significant,ALAS1,0.398172736087466,0.26588242470284,50.5,34.5,68.5,84.5,0.3112244897959184,0.14795918367346939,-0.163265306122449
cd4_0h_vs_12h,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,Vanilla-only significant,APOA1,0.0,-0.278883708402879,70.5,52.5,88.5,74.5,0.10714285714285714,0.25,0.14285714285714285
cd4_0h_vs_12h,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,Vanilla-only significant,ARNT,-0.411606399943558,0.26588242470284,84.5,34.5,56.5,84.5,0.4336734693877551,0.14795918367346939,-0.2857142857142857
